price,time,temp,wind,hour,dayofweek,month
2.352,2026-03-06 15:00:00,6.5,13.0,15,4,3
2.123,2026-03-06 16:00:00,5.1,12.6,16,4,3
2.123,2026-03-06 16:00:00,4.8,12.2,16,4,3
1.66,2026-03-06 17:00:00,3.4,11.5,17,4,3
1.66,2026-03-06 17:00:00,3.7,11.2,17,4,3
1.454,2026-03-06 18:00:00,2.5,11.9,18,4,3
1.454,2026-03-06 18:00:00,3.0,10.4,18,4,3
1.309,2026-03-06 19:00:00,2.6,11.9,19,4,3
1.309,2026-03-06 19:00:00,2.0,10.8,19,4,3
1.635,2026-03-06 20:00:00,2.5,15.5,20,4,3
1.635,2026-03-06 20:00:00,1.8,13.7,20,4,3
1.514,2026-03-06 21:00:00,1.8,17.3,21,4,3
1.514,2026-03-06 21:00:00,2.3,16.9,21,4,3
1.194,2026-03-06 22:00:00,1.9,16.9,22,4,3
1.194,2026-03-06 22:00:00,2.1,16.9,22,4,3
1.414,2026-03-06 23:00:00,1.8,13.7,23,4,3
1.595,2026-03-07 00:00:00,1.6,12.2,0,5,3
1.862,2026-03-07 01:00:00,1.2,13.3,1,5,3
2.096,2026-03-07 02:00:00,0.8,13.3,2,5,3
2.406,2026-03-07 03:00:00,0.5,12.6,3,5,3
2.555,2026-03-07 04:00:00,0.1,11.9,4,5,3
2.833,2026-03-07 05:00:00,-0.4,11.2,5,5,3
2.998,2026-03-07 06:00:00,-0.5,10.8,6,5,3
3.097,2026-03-07 07:00:00,0.3,10.1,7,5,3
3.039,2026-03-07 08:00:00,1.3,9.4,8,5,3
3.061,2026-03-07 09:00:00,2.6,8.3,9,5,3
3.001,2026-03-07 10:00:00,4.2,7.9,10,5,3
2.969,2026-03-07 11:00:00,5.7,9.7,11,5,3
2.759,2026-03-07 12:00:00,6.5,12.2,12,5,3
2.813,2026-03-07 13:00:00,6.8,13.3,13,5,3
2.65,2026-03-07 14:00:00,6.6,13.7,14,5,3
2.568,2026-03-07 15:00:00,5.8,12.2,15,5,3
2.493,2026-03-07 16:00:00,4.3,11.5,16,5,3
2.074,2026-03-07 17:00:00,3.3,12.2,17,5,3
1.629,2026-03-07 18:00:00,2.8,13.0,18,5,3
1.267,2026-03-07 19:00:00,2.3,13.3,19,5,3
1.555,2026-03-07 20:00:00,1.7,12.6,20,5,3
1.329,2026-03-07 21:00:00,0.9,10.4,21,5,3
1.072,2026-03-07 22:00:00,0.2,9.0,22,5,3
2.339,2026-03-07 23:00:00,0.7,11.5,23,5,3
2.485,2026-03-08 00:00:00,0.6,11.5,0,6,3
2.51,2026-03-08 01:00:00,0.5,12.2,1,6,3
2.378,2026-03-08 02:00:00,0.0,13.0,2,6,3
2.442,2026-03-08 03:00:00,-0.1,11.5,3,6,3
2.558,2026-03-08 04:00:00,-0.1,10.8,4,6,3
2.621,2026-03-08 05:00:00,-0.4,9.7,5,6,3
3.2,2026-03-08 06:00:00,-0.7,9.7,6,6,3
3.57,2026-03-08 07:00:00,0.2,10.4,7,6,3
3.31,2026-03-08 08:00:00,1.5,11.9,8,6,3
3.502,2026-03-08 09:00:00,3.2,14.4,9,6,3
3.296,2026-03-08 10:00:00,4.9,14.8,10,6,3
3.189,2026-03-08 11:00:00,5.9,14.0,11,6,3
3.445,2026-03-08 12:00:00,6.7,15.1,12,6,3
3.694,2026-03-08 13:00:00,7.1,13.3,13,6,3
4.04,2026-03-08 14:00:00,7.4,11.5,14,6,3
4.26,2026-03-08 15:00:00,7.1,9.7,15,6,3
4.216,2026-03-08 16:00:00,5.5,8.6,16,6,3
4.605,2026-03-08 17:00:00,4.2,9.4,17,6,3
4.024,2026-03-08 18:00:00,3.6,10.8,18,6,3
3.797,2026-03-08 19:00:00,3.2,10.8,19,6,3
4.422,2026-03-08 20:00:00,2.5,10.4,20,6,3
4.771,2026-03-08 21:00:00,2.0,10.4,21,6,3
4.659,2026-03-08 22:00:00,1.6,12.6,22,6,3
4.583,2026-03-08 23:00:00,1.4,10.8,23,6,3
4.455,2026-03-09 00:00:00,1.2,9.0,0,0,3
4.525,2026-03-09 01:00:00,0.9,10.4,1,0,3
4.542,2026-03-09 02:00:00,0.7,10.1,2,0,3
4.787,2026-03-09 03:00:00,0.7,10.4,3,0,3
5.521,2026-03-09 04:00:00,0.6,10.8,4,0,3
7.562,2026-03-09 05:00:00,0.6,11.9,5,0,3
9.114,2026-03-09 06:00:00,0.6,10.8,6,0,3
9.385,2026-03-09 07:00:00,0.8,10.8,7,0,3
9.369,2026-03-09 08:00:00,1.1,10.8,8,0,3
10.003,2026-03-09 09:00:00,1.5,11.9,9,0,3
8.608,2026-03-09 10:00:00,2.0,11.9,10,0,3
8.134,2026-03-09 11:00:00,2.7,11.9,11,0,3
7.75,2026-03-09 12:00:00,3.0,10.1,12,0,3
9.503,2026-03-09 13:00:00,2.9,8.6,13,0,3
11.827,2026-03-09 14:00:00,2.9,9.7,14,0,3
14.325,2026-03-09 15:00:00,3.0,10.4,15,0,3
18.596,2026-03-09 16:00:00,3.1,12.2,16,0,3
24.646,2026-03-09 17:00:00,2.9,12.6,17,0,3
15.182,2026-03-09 18:00:00,2.6,10.1,18,0,3
9.573,2026-03-09 19:00:00,2.5,12.6,19,0,3
5.806,2026-03-09 20:00:00,2.4,11.9,20,0,3
4.482,2026-03-09 21:00:00,2.3,12.2,21,0,3
3.851,2026-03-09 22:00:00,2.2,12.6,22,0,3
2.882,2026-03-10 23:00:00,1.8,11.9,23,1,3
3.185,2026-03-11 00:00:00,1.6,13.3,0,2,3
3.377,2026-03-11 01:00:00,1.2,13.0,1,2,3
3.254,2026-03-11 02:00:00,0.9,12.6,2,2,3
3.48,2026-03-11 03:00:00,0.6,12.6,3,2,3
4.399,2026-03-11 04:00:00,0.2,12.6,4,2,3
4.884,2026-03-11 05:00:00,0.0,11.9,5,2,3
6.012,2026-03-11 06:00:00,0.0,12.2,6,2,3
6.056,2026-03-11 07:00:00,0.4,11.5,7,2,3
5.436,2026-03-11 08:00:00,1.8,11.5,8,2,3
4.032,2026-03-11 09:00:00,3.2,11.9,9,2,3
3.814,2026-03-11 10:00:00,4.8,12.6,10,2,3
3.773,2026-03-11 11:00:00,6.5,12.6,11,2,3
3.56,2026-03-11 12:00:00,7.4,11.5,12,2,3
4.224,2026-03-11 13:00:00,8.0,11.9,13,2,3
5.585,2026-03-11 14:00:00,8.1,11.5,14,2,3
5.364,2026-03-11 15:00:00,7.8,11.5,15,2,3
4.12,2026-03-11 16:00:00,6.6,12.6,16,2,3
3.319,2026-03-11 17:00:00,5.4,13.7,17,2,3
3.247,2026-03-11 18:00:00,4.8,13.3,18,2,3
2.915,2026-03-11 19:00:00,4.3,16.6,19,2,3
2.766,2026-03-11 20:00:00,4.2,15.5,20,2,3
2.633,2026-03-11 21:00:00,4.1,14.4,21,2,3
1.831,2026-03-11 22:00:00,3.9,13.0,22,2,3
1.462,2026-03-11 23:00:00,3.5,10.8,23,2,3
1.155,2026-03-12 00:00:00,3.1,10.8,0,3,3
0.823,2026-03-12 01:00:00,2.8,9.0,1,3,3
0.812,2026-03-12 02:00:00,2.6,11.5,2,3,3
0.96,2026-03-12 03:00:00,2.5,10.4,3,3,3
1.893,2026-03-12 04:00:00,2.3,13.0,4,3,3
2.282,2026-03-12 05:00:00,2.4,11.9,5,3,3
2.863,2026-03-12 06:00:00,2.6,14.8,6,3,3
3.288,2026-03-12 07:00:00,2.9,14.0,7,3,3
3.262,2026-03-12 08:00:00,3.4,14.0,8,3,3
2.364,2026-03-12 09:00:00,3.9,14.0,9,3,3
1.426,2026-03-12 10:00:00,4.3,14.8,10,3,3
1.223,2026-03-12 11:00:00,5.0,13.3,11,3,3
1.226,2026-03-12 12:00:00,5.1,14.0,12,3,3
1.052,2026-03-12 13:00:00,5.0,15.1,13,3,3
0.82,2026-03-12 14:00:00,4.7,13.3,14,3,3
1.024,2026-03-12 15:00:00,4.5,12.6,15,3,3
1.193,2026-03-12 16:00:00,4.4,12.6,16,3,3
1.23,2026-03-12 17:00:00,4.2,14.4,17,3,3
1.097,2026-03-12 18:00:00,3.9,15.8,18,3,3
0.783,2026-03-12 19:00:00,3.5,14.8,19,3,3
0.606,2026-03-12 20:00:00,3.0,18.4,20,3,3
0.432,2026-03-12 21:00:00,2.8,16.9,21,3,3
0.368,2026-03-12 22:00:00,2.4,16.6,22,3,3
2.122,2026-03-16 23:00:00,1.0,5.4,23,0,3
2.186,2026-03-17 00:00:00,0.9,5.4,0,1,3
2.158,2026-03-17 01:00:00,1.0,6.1,1,1,3
2.338,2026-03-17 02:00:00,1.0,5.0,2,1,3
2.478,2026-03-17 03:00:00,1.2,5.8,3,1,3
3.17,2026-03-17 04:00:00,1.0,4.7,4,1,3
4.732,2026-03-17 05:00:00,1.2,6.1,5,1,3
6.882,2026-03-17 06:00:00,1.2,7.9,6,1,3
6.849,2026-03-17 07:00:00,1.4,6.8,7,1,3
4.925,2026-03-17 08:00:00,1.7,7.2,8,1,3
3.473,2026-03-17 09:00:00,2.2,6.1,9,1,3
3.012,2026-03-17 10:00:00,2.4,5.0,10,1,3
2.613,2026-03-17 11:00:00,2.8,6.5,11,1,3
1.875,2026-03-17 12:00:00,3.2,7.2,12,1,3
2.163,2026-03-17 13:00:00,3.6,7.2,13,1,3
3.137,2026-03-17 14:00:00,3.8,7.2,14,1,3
2.256,2026-03-17 15:00:00,4.1,6.1,15,1,3
1.214,2026-03-17 16:00:00,3.9,6.1,16,1,3
1.072,2026-03-17 17:00:00,3.1,6.8,17,1,3
0.832,2026-03-17 18:00:00,2.7,7.6,18,1,3
0.539,2026-03-17 19:00:00,2.0,7.6,19,1,3
0.397,2026-03-17 20:00:00,1.2,7.9,20,1,3
0.238,2026-03-17 21:00:00,0.8,9.7,21,1,3
0.04,2026-03-17 22:00:00,0.9,12.6,22,1,3
0.249,2026-03-17 23:00:00,0.9,13.0,23,1,3
0.16,2026-03-18 00:00:00,0.8,12.6,0,2,3
0.036,2026-03-18 01:00:00,0.8,13.0,1,2,3
0.057,2026-03-18 02:00:00,0.8,12.6,2,2,3
0.206,2026-03-18 03:00:00,0.7,13.3,3,2,3
0.255,2026-03-18 04:00:00,0.7,14.0,4,2,3
0.588,2026-03-18 05:00:00,0.8,14.4,5,2,3
0.555,2026-03-18 06:00:00,1.2,14.8,6,2,3
0.529,2026-03-18 07:00:00,1.7,14.8,7,2,3
0.581,2026-03-18 08:00:00,2.5,15.5,8,2,3
0.536,2026-03-18 09:00:00,3.6,16.2,9,2,3
0.35,2026-03-18 10:00:00,4.8,17.3,10,2,3
0.307,2026-03-18 11:00:00,5.6,18.0,11,2,3
0.327,2026-03-18 12:00:00,5.9,18.0,12,2,3
0.366,2026-03-18 13:00:00,6.0,18.0,13,2,3
0.626,2026-03-18 14:00:00,5.5,18.4,14,2,3
0.592,2026-03-18 15:00:00,4.6,18.4,15,2,3
0.781,2026-03-18 16:00:00,3.3,19.4,16,2,3
0.641,2026-03-18 17:00:00,2.1,19.1,17,2,3
0.555,2026-03-18 18:00:00,1.3,20.5,18,2,3
0.424,2026-03-18 19:00:00,1.1,21.2,19,2,3
0.32,2026-03-18 20:00:00,1.1,20.5,20,2,3
0.247,2026-03-18 21:00:00,1.2,16.9,21,2,3
0.225,2026-03-18 22:00:00,1.3,16.6,22,2,3
0.385,2026-05-27 22:00:00,9.8,27.4,22,2,5
0.348,2026-05-27 23:00:00,9.8,28.1,23,2,5
0.296,2026-05-28 00:00:00,9.7,26.6,0,3,5
0.279,2026-05-28 01:00:00,9.6,25.9,1,3,5
0.286,2026-05-28 02:00:00,9.3,29.2,2,3,5
0.504,2026-05-28 03:00:00,8.9,27.4,3,3,5
0.651,2026-05-28 04:00:00,9.0,26.3,4,3,5
0.773,2026-05-28 05:00:00,9.3,24.8,5,3,5
0.788,2026-05-28 06:00:00,10.0,27.4,6,3,5
0.592,2026-05-28 07:00:00,10.6,28.4,7,3,5
0.563,2026-05-28 08:00:00,11.1,27.4,8,3,5
0.285,2026-05-28 09:00:00,12.4,28.1,9,3,5
0.247,2026-05-28 10:00:00,13.2,27.4,10,3,5
0.239,2026-05-28 11:00:00,13.6,26.3,11,3,5
0.246,2026-05-28 12:00:00,14.6,26.3,12,3,5
0.35,2026-05-28 13:00:00,14.5,26.6,13,3,5
0.824,2026-05-28 14:00:00,14.2,31.0,14,3,5
2.042,2026-05-28 15:00:00,13.5,27.7,15,3,5
7.374,2026-05-28 16:00:00,13.0,26.3,16,3,5
10.668,2026-05-28 17:00:00,12.5,25.6,17,3,5
10.668,2026-05-28 17:00:00,12.6,25.6,17,3,5
9.424,2026-05-28 18:00:00,12.5,25.9,18,3,5
9.424,2026-05-28 18:00:00,12.4,25.9,18,3,5
8.8,2026-05-28 19:00:00,12.3,23.0,19,3,5
5.447,2026-05-28 20:00:00,11.8,23.0,20,3,5
1.546,2026-05-28 21:00:00,11.2,22.7,21,3,5
1.546,2026-05-28 21:00:00,11.3,22.7,21,3,5
1.49,2026-05-28 22:00:00,10.5,22.0,22,3,5
1.49,2026-05-28 22:00:00,10.6,22.0,22,3,5
1.457,2026-05-28 23:00:00,10.1,20.5,23,3,5
1.282,2026-05-29 00:00:00,9.8,22.7,0,4,5
1.457,2026-05-29 01:00:00,9.4,20.5,1,4,5
2.51,2026-05-29 02:00:00,9.2,19.1,2,4,5
2.51,2026-05-29 02:00:00,9.1,19.1,2,4,5
4.826,2026-05-29 03:00:00,9.4,16.9,3,4,5
4.826,2026-05-29 03:00:00,9.3,16.9,3,4,5
5.66,2026-05-29 04:00:00,10.1,18.4,4,4,5
5.991,2026-05-29 05:00:00,11.3,19.1,5,4,5
5.486,2026-05-29 06:00:00,12.6,20.5,6,4,5
5.008,2026-05-29 07:00:00,13.8,24.8,7,4,5
2.524,2026-05-29 08:00:00,14.7,24.5,8,4,5
1.179,2026-05-29 09:00:00,15.7,24.1,9,4,5
1.179,2026-05-29 09:00:00,15.6,24.1,9,4,5
1.185,2026-05-29 10:00:00,16.3,23.8,10,4,5
1.063,2026-05-29 11:00:00,17.0,24.5,11,4,5
1.063,2026-05-29 11:00:00,17.1,24.5,11,4,5
1.012,2026-05-29 12:00:00,17.6,23.8,12,4,5
1.617,2026-05-29 13:00:00,17.6,22.0,13,4,5
1.617,2026-05-29 13:00:00,17.5,22.0,13,4,5
5.164,2026-05-29 14:00:00,17.8,22.0,14,4,5
5.164,2026-05-29 14:00:00,17.7,22.0,14,4,5
7.522,2026-05-29 15:00:00,18.1,22.0,15,4,5
7.522,2026-05-29 15:00:00,17.9,22.0,15,4,5
10.155,2026-05-29 16:00:00,17.8,19.8,16,4,5
10.155,2026-05-29 16:00:00,17.7,19.8,16,4,5
13.742,2026-05-29 17:00:00,17.1,18.4,17,4,5
13.742,2026-05-29 17:00:00,17.3,18.4,17,4,5
12.55,2026-05-29 18:00:00,16.3,18.4,18,4,5
12.55,2026-05-29 18:00:00,16.2,18.4,18,4,5
12.56,2026-05-29 19:00:00,14.8,9.7,19,4,5
12.56,2026-05-29 19:00:00,14.9,9.7,19,4,5
11.959,2026-05-29 20:00:00,13.4,11.5,20,4,5
6.934,2026-05-29 21:00:00,12.4,11.9,21,4,5
10.044,2026-05-29 22:00:00,12.6,11.2,22,4,5
7.106,2026-05-29 23:00:00,11.5,8.6,23,4,5
6.276,2026-05-30 00:00:00,10.8,5.0,0,5,5
5.698,2026-05-30 01:00:00,10.1,2.2,1,5,5
4.551,2026-05-30 02:00:00,9.6,4.3,2,5,5
5.89,2026-05-30 03:00:00,9.7,7.6,3,5,5
6.429,2026-05-30 04:00:00,10.2,7.9,4,5,5
7.458,2026-05-30 05:00:00,11.4,9.4,5,5,5
8.001,2026-05-30 06:00:00,13.5,12.2,6,5,5
4.717,2026-05-30 07:00:00,15.3,15.1,7,5,5
2.715,2026-05-30 08:00:00,16.6,17.3,8,5,5
2.736,2026-05-30 09:00:00,17.5,18.7,9,5,5
2.825,2026-05-30 10:00:00,18.0,19.8,10,5,5
2.753,2026-05-30 11:00:00,19.4,20.5,11,5,5
2.705,2026-05-30 12:00:00,20.3,20.5,12,5,5
2.767,2026-05-30 13:00:00,21.1,18.7,13,5,5
3.119,2026-05-30 14:00:00,21.8,15.1,14,5,5
7.471,2026-05-30 15:00:00,21.8,15.1,15,5,5
11.392,2026-05-30 16:00:00,21.5,14.0,16,5,5
13.093,2026-05-30 17:00:00,20.7,13.3,17,5,5
9.857,2026-05-30 18:00:00,20.5,12.6,18,5,5
8.477,2026-05-30 19:00:00,19.6,11.5,19,5,5
5.324,2026-05-30 20:00:00,18.7,10.4,20,5,5
4.91,2026-05-30 21:00:00,18.3,8.3,21,5,5
7.422,2026-05-30 22:00:00,17.8,9.0,22,5,5
7.715,2026-05-30 23:00:00,17.0,7.9,23,5,5
7.713,2026-05-31 00:00:00,15.0,10.4,0,6,5
7.713,2026-05-31 01:00:00,13.9,11.5,1,6,5
7.761,2026-05-31 02:00:00,13.1,10.1,2,6,5
7.984,2026-05-31 03:00:00,12.3,9.4,3,6,5
8.474,2026-05-31 04:00:00,11.8,9.0,4,6,5
9.96,2026-05-31 05:00:00,11.7,9.4,5,6,5
9.831,2026-05-31 06:00:00,11.8,7.9,6,6,5
6.867,2026-05-31 07:00:00,11.8,7.6,7,6,5
4.789,2026-05-31 08:00:00,11.7,7.6,8,6,5
4.831,2026-05-31 09:00:00,11.9,6.5,9,6,5
4.816,2026-05-31 10:00:00,12.6,6.8,10,6,5
4.875,2026-05-31 11:00:00,12.9,6.1,11,6,5
4.892,2026-05-31 12:00:00,13.8,4.3,12,6,5
5.111,2026-05-31 13:00:00,14.4,4.0,13,6,5
6.705,2026-05-31 14:00:00,14.7,4.3,14,6,5
11.213,2026-05-31 15:00:00,14.9,5.0,15,6,5
13.428,2026-05-31 16:00:00,14.9,5.8,16,6,5
13.692,2026-05-31 17:00:00,14.5,4.0,17,6,5
13.566,2026-05-31 18:00:00,14.3,3.6,18,6,5
13.541,2026-05-31 19:00:00,14.1,6.1,19,6,5
12.482,2026-05-31 20:00:00,13.8,9.7,20,6,5
8.108,2026-05-31 21:00:00,13.4,9.0,21,6,5
